DIFFICULTY_TAG,CLASS_NAME,LENGTH,INSTRUCTOR,CLASS_TYPE,TIME,RATING,RATING_COUNT,DIFFICULTY_RATING,LONG_DESCRIPTION,WHETHER_TAKEN,EQUIPMENT
INTERMEDIATE,20 min Strength for Runners,20,BECS GENTRY,STRENGTH,Wed 5/12/21 @ 8:30 PM,98.6,3781,6.1,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
BEGINNER,20 min Strength for Runners,20,BECS GENTRY,STRENGTH,Tue 4/27/21 @ 7:00 PM,99.1,2904,5.3,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Resistance Band', 'Workout Mat']"
NO_DIFFICULTY_TAG,10 min Core Strength Warm Up,10,BECS GENTRY,STRENGTH,Mon 4/26/21 @ 10:00 PM,98.6,3935,5.1,"The next 10 minutes will fly by. Our strength warm ups are designed to elevate your heart rate, increase blood flow and get your body ready for your workout through mobility training and breathing exercises.",FALSE,['Workout Mat']
INTERMEDIATE,10 min Strength for Runners,10,BECS GENTRY,STRENGTH,Mon 4/19/21 @ 10:00 PM,99.6,4913,5.7,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Heavy Weights', 'Workout Mat']"
INTERMEDIATE,20 min Core for Runners,20,BECS GENTRY,STRENGTH,Mon 3/29/21 @ 10:00 PM,99.5,3303,5.8,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
NO_DIFFICULTY_TAG,5 min Core for Runners,5,BECS GENTRY,STRENGTH,Wed 3/17/21 @ 9:20 PM,99.1,14838,5,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Workout Mat']"
NO_DIFFICULTY_TAG,30 min Strength for Runners,30,BECS GENTRY,STRENGTH,Wed 3/17/21 @ 8:30 PM,98.7,5055,6.1,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Heavy Weights', 'Medium Weights', 'Workout Mat']"
INTERMEDIATE,15 min Strength for Runners,15,BECS GENTRY,STRENGTH,Tue 3/16/21 @ 8:30 PM,97.7,4158,5.7,Join this cardio workout designed to increase strength and endurance.,FALSE,"['Medium Weights', 'Workout Mat']"
INTERMEDIATE,10 min Strength for Runners,10,BECS GENTRY,STRENGTH,Mon 3/15/21 @ 10:00 PM,99.4,6460,5.3,Improve your running strength and stability in this workout off the Tread.,FALSE,['Workout Mat']
INTERMEDIATE,10 min Core for Runners,10,BECS GENTRY,STRENGTH,Fri 3/5/21 @ 10:10 PM,98.7,7336,5.1,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Workout Mat']"
INTERMEDIATE,20 min Strength for Runners,20,BECS GENTRY,STRENGTH,Fri 3/5/21 @ 9:30 PM,97.7,5787,6.2,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Medium Weights', 'Workout Mat']"
INTERMEDIATE,20 min Strength for Runners,20,BECS GENTRY,STRENGTH,Mon 3/1/21 @ 11:00 PM,99.3,3408,6.4,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
